date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:01:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:43%20GMT	https://www.ewebservices.co.uk/images/privacy-policy.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/privacy-policy.jpg	(from https://www.ewebservices.co.uk/privacy-policy.php)
18:01:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:43%20GMT	https://www.ewebservices.co.uk/fonts/fontawesome-webfont.eot?v=4.7.0	/home/animesh/websites/portfolio/www.ewebservices.co.uk/fonts/fontawesome-webfont3e6e.eot	(from https://www.ewebservices.co.uk/css/font-awesome.min.css)
18:01:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:43%20GMT	https://www.ewebservices.co.uk/fonts/fontawesome-webfont.eot?	/home/animesh/websites/portfolio/www.ewebservices.co.uk/fonts/fontawesome-webfontd41d.eot	(from https://www.ewebservices.co.uk/css/font-awesome.min.css)
18:01:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:43%20GMT	https://www.ewebservices.co.uk/images/contact-us.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/contact-us.jpg	(from https://www.ewebservices.co.uk/contactus.php)
18:01:44	45404/45404	---M--	200	added ('OK')	font/ttf	date:Fri,%2001%20Sep%202017%2015:02:52%20GMT	https://www.ewebservices.co.uk/fonts/glyphicons-halflings-regular.ttf	/home/animesh/websites/portfolio/www.ewebservices.co.uk/fonts/glyphicons-halflings-regular.ttf	(from https://www.ewebservices.co.uk/css/bootstrap.min.css)
18:01:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:45%20GMT	https://www.ewebservices.co.uk/fonts/fontawesome-webfont.ttf?v=4.7.0	/home/animesh/websites/portfolio/www.ewebservices.co.uk/fonts/fontawesome-webfont3e6e.ttf	(from https://www.ewebservices.co.uk/css/font-awesome.min.css)
18:01:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:45%20GMT	https://www.ewebservices.co.uk/fonts/fontawesome-webfont.woff?v=4.7.0	/home/animesh/websites/portfolio/www.ewebservices.co.uk/fonts/fontawesome-webfont3e6e.woff	(from https://www.ewebservices.co.uk/css/font-awesome.min.css)
18:01:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:45%20GMT	https://www.ewebservices.co.uk/fonts/glyphicons-halflings-regular.eot	/home/animesh/websites/portfolio/www.ewebservices.co.uk/fonts/glyphicons-halflings-regular.eot	(from https://www.ewebservices.co.uk/css/bootstrap.min.css)
18:01:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:45%20GMT	https://www.ewebservices.co.uk/fonts/glyphicons-halflings-regular.ttf	/home/animesh/websites/portfolio/www.ewebservices.co.uk/fonts/glyphicons-halflings-regular.ttf	(from https://www.ewebservices.co.uk/css/bootstrap.min.css)
18:01:47	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Sep%202017%2015:02:52%20GMT	https://www.ewebservices.co.uk/fonts/glyphicons-halflings-regular.svg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/fonts/glyphicons-halflings-regular.svg	(from https://www.ewebservices.co.uk/css/bootstrap.min.css)
18:01:48	191643/191643	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Sep%202017%2015:02:52%20GMT	https://www.ewebservices.co.uk/images/slider1.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/slider1.jpg	(from https://www.ewebservices.co.uk/css/style.css)
18:01:49	140308/140308	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Sep%202017%2015:02:52%20GMT	https://www.ewebservices.co.uk/images/slider2.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/slider2.jpg	(from https://www.ewebservices.co.uk/css/style.css)
18:01:50	203731/203731	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Sep%202017%2015:02:52%20GMT	https://www.ewebservices.co.uk/images/slider3.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/slider3.jpg	(from https://www.ewebservices.co.uk/css/style.css)
18:01:51	131639/131639	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Sep%202017%2015:02:52%20GMT	https://www.ewebservices.co.uk/images/slider4.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/slider4.jpg	(from https://www.ewebservices.co.uk/css/style.css)
18:01:51	87308/87308	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Sep%202017%2015:02:52%20GMT	https://www.ewebservices.co.uk/images/slider5.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/slider5.jpg	(from https://www.ewebservices.co.uk/css/style.css)
18:01:52	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2028%20Apr%202021%2012:31:52%20GMT	https://www.ewebservices.co.uk/images/slider5.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/slider5.jpg	(from https://www.ewebservices.co.uk/css/style.css)
18:01:53	261883/261883	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Sep%202017%2015:02:52%20GMT	https://www.ewebservices.co.uk/images/webdevelot-bg.jpg	/home/animesh/websites/portfolio/www.ewebservices.co.uk/images/webdevelot-bg.jpg	(from https://www.ewebservices.co.uk/css/style.css)
18:01:53	15563/-1	---M--	200	added ('OK')	text/html	date:Wed,%2028%20Apr%202021%2012:31:53%20GMT	https://www.ewebservices.co.uk/about-us.php	/home/animesh/websites/portfolio/www.ewebservices.co.uk/about-us.html	(from https://www.ewebservices.co.uk/)
18:01:54	583/583	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:55:30%20GMT	https://www.ewebservices.co.uk/contactus.html	/home/animesh/websites/portfolio/www.ewebservices.co.uk/contactus-2.html	(from https://www.ewebservices.co.uk/mobile-apps-development.php)
18:01:56	583/583	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2015:55:30%20GMT	https://www.ewebservices.co.uk/www.google.com	/home/animesh/websites/portfolio/www.ewebservices.co.uk/www.google.html	(from https://www.ewebservices.co.uk/portfolio.php)
